NM_001007095.3	NW_025063240.1	71.01	859	93	38	3015	3717	6896331	6895473	4e-103	380
NM_001007095.3	NW_025063240.1	87.00	223	24	3	817	1038	6900613	6900395	1e-57	228
NM_001007095.3	NW_025063240.1	85.35	198	25	4	1038	1233	6899804	6899609	3e-44	184
NM_001007095.3	NW_025063240.1	98.18	55	1	0	5859	5913	6893121	6893067	6e-15	87.5
NM_001007095.3	NW_025063240.1	84.71	85	1	7	6283	6359	6892508	6892428	2e-14	85.8
NM_001007096.3	NW_025063240.1	71.01	859	93	38	2852	3554	6896331	6895473	4e-103	380
NM_001007096.3	NW_025063240.1	87.00	223	24	3	654	875	6900613	6900395	1e-57	228
NM_001007096.3	NW_025063240.1	85.35	198	25	4	875	1070	6899804	6899609	3e-44	184
NM_001007096.3	NW_025063240.1	98.18	55	1	0	5696	5750	6893121	6893067	6e-15	87.5
NM_001007096.3	NW_025063240.1	84.71	85	1	7	6120	6196	6892508	6892428	2e-14	85.8
NM_001014458.5	NW_025062900.1	87.22	133	15	2	1147	1278	17166543	17166674	3e-30	136
NM_001014461.2	NW_025062900.1	70.69	464	66	12	1058	1451	24250312	24250775	3e-46	189
NM_001014461.2	NW_025062900.1	72.90	321	36	17	782	1066	24249669	24249974	3e-36	156
NM_001014462.3	NW_025062900.1	70.20	1047	85	84	6101	6976	20938360	20939350	6e-115	419
NM_001014462.3	NW_025062900.1	74.19	678	85	19	1587	2185	20932675	20933341	4e-100	370
NM_001014462.3	NW_025062900.1	66.34	1316	136	103	4252	5326	20935999	20937248	9e-84	316
NM_001014462.3	NW_025062900.1	80.75	213	26	2	845	1051	20929017	20929220	3e-40	171
NM_001014462.3	NW_025062900.1	88.73	142	11	3	1	141	20922733	20922870	1e-36	159
NM_001014463.4	NW_025062900.1	78.43	612	102	15	447	1052	22255564	22254977	1e-103	381
NM_001014463.4	NW_025062900.1	86.58	149	20	0	2924	3072	22251534	22251386	2e-33	148
NM_001014464.2	NW_025062900.1	72.49	1396	175	31	1824	3016	22391071	22389682	0.0	695
NM_001014464.2	NW_025062900.1	79.17	192	33	5	1307	1494	22393563	22393375	4e-26	123
NM_001014464.2	NW_025062900.1	91.67	96	8	0	378	473	22394687	22394592	4e-25	120
NM_001014464.2	NW_025062900.1	68.01	322	38	30	3464	3729	22389077	22388765	3e-13	80.9
NM_001014465.3	NW_025062900.1	83.94	411	66	0	2349	2759	21810189	21809779	6e-95	352
NM_001014465.3	NW_025062900.1	90.32	186	18	0	2942	3127	21807489	21807304	8e-55	219
NM_001014465.3	NW_025062900.1	82.09	201	36	0	3236	3436	21806116	21805916	2e-35	154
NM_001014465.3	NW_025062900.1	71.04	259	32	23	588	829	21820559	21820327	3e-16	90.8
NM_001014467.2	NW_025062900.1	81.47	955	126	24	1024	1953	5483960	5483032	0.0	743
NM_001014467.2	NW_025062900.1	83.65	159	26	0	869	1027	5484928	5484770	1e-29	135
NM_001014468.2	NW_025062900.1	81.47	955	126	24	588	1517	5483960	5483032	0.0	743
NM_001014468.2	NW_025062900.1	83.65	159	26	0	433	591	5484928	5484770	9e-30	135
NM_001014469.2	NW_025062900.1	81.47	955	126	24	1024	1953	5483960	5483032	0.0	743
NM_001014469.2	NW_025062900.1	83.65	159	26	0	869	1027	5484928	5484770	1e-29	135
NM_001014469.2	NW_025062900.1	92.47	93	7	0	2045	2137	5481789	5481697	3e-25	120
NM_001014474.4	NW_025062900.1	75.00	548	74	32	2087	2619	14831833	14832332	1e-72	278
NM_001014474.4	NW_025062900.1	92.76	152	7	3	1941	2090	14827724	14827873	8e-49	199
NM_001014474.4	NW_025062900.1	92.81	139	10	0	932	1070	14815193	14815331	2e-43	181
NM_001014474.4	NW_025062900.1	84.48	174	22	4	3270	3441	14877717	14877887	6e-36	156
NM_001014474.4	NW_025062900.1	95.92	98	4	0	396	493	14788980	14789077	6e-32	143
NM_001014474.4	NW_025062900.1	68.74	435	63	20	701	1070	14676441	14676867	5e-29	133
NM_001014474.4	NW_025062900.1	93.81	97	6	0	2866	2962	14835526	14835622	2e-28	131
NM_001014474.4	NW_025062900.1	90.91	88	7	1	3846	3933	14878701	14878787	4e-21	107
NM_001014478.2	NW_025062900.1	66.39	1327	162	76	3087	4209	12209023	12210269	7e-87	325
NM_001014479.2	NW_025062900.1	66.44	1329	158	82	2358	3480	12209023	12210269	6e-87	325
NM_001014479.2	NW_025062900.1	91.86	86	5	1	366	449	12153012	12153097	4e-22	110
NM_001014480.4	NW_025062900.1	91.11	135	12	0	858	992	1325073	1324939	8e-39	164
NM_001014481.3	NW_025062900.1	82.82	1048	178	2	2456	3502	26386172	26385126	0.0	837
NM_001014481.3	NW_025062900.1	74.09	826	68	46	712	1435	26416587	26415806	7e-130	469
NM_001014481.3	NW_025062900.1	72.27	613	69	42	3855	4417	26382400	26381839	2e-69	268
NM_001014481.3	NW_025062900.1	92.00	150	12	0	1913	2062	26388216	26388067	1e-45	189
NM_001014482.3	NW_025062900.1	78.36	550	115	4	2274	2821	8526278	8525731	4e-85	319
NM_001014484.2	NW_025062900.1	77.87	750	150	11	1127	1868	16706304	16707045	7e-117	424
NM_001014484.2	NW_025062900.1	85.83	247	35	0	631	877	16701685	16701931	6e-60	235
NM_001014484.2	NW_025062900.1	71.43	588	93	24	1867	2385	16707750	16708331	2e-56	223
NM_001014485.5	NW_025062900.1	94.12	204	12	0	1669	1872	16584959	16585162	2e-72	278
NM_001014485.5	NW_025062900.1	96.60	147	5	0	2018	2164	16588618	16588764	1e-54	219
NM_001014485.5	NW_025062900.1	84.78	184	28	0	2893	3076	16613452	16613635	8e-39	166
NM_001014485.5	NW_025062900.1	89.55	134	10	3	2165	2296	16593533	16593664	2e-35	154
NM_001014485.5	NW_025062900.1	70.73	328	24	24	864	1132	16540255	16540569	7e-33	146
NM_001014485.5	NW_025062900.1	87.80	123	9	2	1351	1470	16581846	16581965	6e-30	136
NM_001014485.5	NW_025062900.1	89.58	96	8	2	1461	1555	16584151	16584245	5e-22	110
NM_001014485.5	NW_025062900.1	91.01	89	8	0	3382	3470	16616039	16616127	2e-21	108
NM_001014485.5	NW_025062900.1	83.87	124	17	3	1221	1343	16577872	16577993	5e-21	107
NM_001014486.3	NW_025062900.1	79.39	296	29	10	2090	2384	17528027	17528291	4e-56	223
NM_001014486.3	NW_025062900.1	69.02	439	62	32	3265	3683	17533580	17533964	2e-25	122
NM_001014486.3	NW_025062900.1	97.37	38	1	0	197	234	17514605	17514642	1e-06	59.5
NM_001014487.3	NW_025062900.1	79.39	296	29	10	2117	2411	17528027	17528291	4e-56	223
NM_001014487.3	NW_025062900.1	69.02	439	62	32	3292	3710	17533580	17533964	2e-25	122
NM_001014487.3	NW_025062900.1	97.37	38	1	0	197	234	17514605	17514642	1e-06	59.5
NM_001014497.2	NW_025062900.1	72.67	838	122	44	1628	2390	15666568	15665763	3e-95	353
NM_001014498.3	NW_025062900.1	66.27	1082	154	61	728	1626	15150987	15149934	2e-57	227
NM_001014498.3	NW_025062900.1	85.50	200	26	2	521	720	15151370	15151174	5e-46	189
NM_001014500.3	NW_025062891.1	78.53	787	97	13	1096	1810	6186514	6185728	5e-157	559
NM_001014500.3	NW_025062891.1	69.29	1573	240	101	3032	4415	6182323	6180805	7e-121	439
NM_001014500.3	NW_025062891.1	90.77	65	6	0	1034	1098	6188469	6188405	2e-12	79.2
NM_001014503.2	NW_025062891.1	74.56	574	65	38	2776	3304	4698721	4699258	5e-78	296
NM_001014503.2	NW_025062891.1	70.52	709	85	34	22	624	4693091	4693781	2e-74	284
NM_001014503.2	NW_025062891.1	89.26	121	10	2	2453	2573	4697187	4697304	2e-30	138
NM_001014514.2	NW_025062891.1	85.98	492	69	0	2349	2840	4207417	4206926	2e-130	470
NM_001014514.2	NW_025062891.1	86.02	329	46	0	2024	2352	4208374	4208046	6e-84	316
NM_001014514.2	NW_025062891.1	70.15	784	85	54	2839	3537	4206074	4205355	5e-77	293
NM_001014514.2	NW_025062891.1	68.95	1214	226	60	483	1619	4214572	4213433	2e-75	288
NM_001014514.2	NW_025062891.1	94.74	76	4	0	1939	2014	4209878	4209803	4e-21	107
NM_001014514.2	NW_025062891.1	83.53	85	3	8	3647	3727	4205167	4205090	4e-12	77.6
NM_001014515.2	NW_025062889.1	84.87	304	27	14	744	1038	9137351	9137644	2e-74	283
NM_001014515.2	NW_025062889.1	92.02	163	13	0	584	746	9136047	9136209	3e-51	205
NM_001014515.2	NW_025062889.1	91.60	131	11	0	328	458	9134439	9134569	3e-38	163
NM_001014515.2	NW_025062889.1	92.17	115	9	0	218	332	9134212	9134326	2e-33	146
NM_001014516.2	NW_025062889.1	89.96	229	18	3	744	971	9137351	9137575	3e-70	268
NM_001014516.2	NW_025062889.1	91.60	131	11	0	328	458	9134439	9134569	1e-38	163
NM_001014516.2	NW_025062889.1	92.17	115	9	0	218	332	9134212	9134326	1e-33	146
NM_001014518.3	NW_025062889.1	77.37	1308	132	53	1462	2638	9343543	9344817	0.0	875
NM_001014518.3	NW_025062889.1	82.99	194	12	6	968	1161	9342231	9342403	8e-44	182
NM_001014519.3	NW_025062889.1	77.37	1308	132	53	1711	2887	9343543	9344817	0.0	875
NM_001014519.3	NW_025062889.1	82.99	194	12	6	1217	1410	9342231	9342403	8e-44	182
NM_001014520.3	NW_025062889.1	74.58	1302	131	60	2189	3317	9343543	9344817	0.0	740
NM_001014520.3	NW_025062889.1	82.45	188	12	6	1859	2046	9342231	9342397	1e-40	172
NM_001014520.3	NW_025062889.1	87.12	163	20	1	759	920	9294974	9295136	1e-38	166
NM_001014520.3	NW_025062889.1	73.29	307	29	20	6076	6333	9349708	9350010	9e-36	156
NM_001014522.2	NW_025062891.1	77.44	594	64	18	102	625	439584	440177	5e-111	403
NM_001014524.2	NW_025063098.1	69.48	557	82	39	534	1035	25337871	25337348	4e-37	159
NM_001014524.2	NW_025063098.1	87.84	74	9	0	2316	2389	25327521	25327448	6e-13	79.2
NM_001014525.3	NW_025063098.1	69.48	557	82	39	364	865	25337871	25337348	4e-37	159
NM_001014526.2	NW_025063098.1	69.48	557	82	39	534	1035	25337871	25337348	1e-36	159
NM_001014526.2	NW_025063098.1	70.97	248	30	16	2316	2536	25327521	25327289	7e-18	97.3
NM_001014526.2	NW_025063098.1	76.30	135	14	5	6004	6125	25323956	25323827	7e-15	87.5
NM_001014527.2	NW_025062889.1	84.29	70	8	2	1675	1744	2326879	2326945	4e-08	64.4
NM_001014527.2	NW_025062889.1	79.01	81	10	4	1250	1323	2326246	2326326	1e-05	56.2
NM_001014536.2	NW_025062826.1	75.24	622	86	13	487	1041	133852	134472	6e-96	355
NM_001014537.3	NW_025062826.1	75.28	623	86	13	411	966	133852	134473	2e-96	357
NM_001014538.4	NW_025062826.1	72.59	704	113	18	1458	2086	150418	151116	5e-82	309
NM_001014539.3	NW_025062891.1	93.33	45	1	1	1	45	1486633	1486591	8e-08	62.8
NM_001014540.3	NW_025062891.1	75.00	420	48	30	3430	3831	1465336	1464956	8e-55	219
NM_001014540.3	NW_025062891.1	100.00	73	0	0	3236	3308	1469345	1469273	1e-25	122
NM_001014542.3	NW_025062891.1	75.00	420	48	30	3433	3834	1465336	1464956	1e-54	219
NM_001014542.3	NW_025062891.1	100.00	91	0	0	3221	3311	1469363	1469273	2e-34	151
NM_001014543.2	NW_025062889.1	69.51	1607	249	79	1359	2831	10522201	10520702	2e-137	493
NM_001014549.3	NW_025062889.1	73.63	2359	375	73	1928	4125	4957056	4954784	0.0	1098
NM_001014549.3	NW_025062889.1	68.58	401	27	20	1356	1660	4957842	4957445	7e-40	169
NM_001014551.3	NW_025062891.1	94.19	86	5	0	54	139	5495754	5495839	1e-25	118
NM_001014552.3	NW_025062891.1	82.06	2743	486	6	1002	3741	6483659	6486398	0.0	2085
NM_001014552.3	NW_025062891.1	80.05	1534	226	15	4576	6032	6487402	6488932	0.0	1121
NM_001014552.3	NW_025062891.1	89.95	219	22	0	387	605	6468071	6468289	6e-65	253
NM_001014553.3	NW_025062891.1	82.06	2743	486	6	938	3677	6483659	6486398	0.0	2085
NM_001014553.3	NW_025062891.1	80.05	1534	226	15	4512	5968	6487402	6488932	0.0	1121
NM_001014553.3	NW_025062891.1	89.95	219	22	0	323	541	6468071	6468289	6e-65	253
NM_001014554.3	NW_025062826.1	83.05	118	9	6	3983	4093	462843	462730	1e-20	105
NM_001014554.3	NW_025062826.1	95.83	48	2	0	1	48	480323	480276	4e-10	71.0
NM_001014557.2	NW_025063240.1	85.82	275	39	0	603	877	20545368	20545642	7e-68	261
NM_001014557.2	NW_025063240.1	94.62	93	5	0	1750	1842	20547332	20547424	3e-28	130
NM_001014559.3	NW_025063240.1	85.57	589	82	1	1747	2332	22179207	22178619	8e-156	554
NM_001014559.3	NW_025063240.1	90.48	63	4	2	36	98	22192531	22192471	1e-11	76.0
NM_001014559.3	NW_025063240.1	73.64	129	12	6	177	292	22181147	22181028	1e-10	72.7
NM_001014560.2	NW_025063240.1	85.57	589	82	1	2201	2786	22179207	22178619	9e-156	554
NM_001014560.2	NW_025063240.1	90.48	63	4	2	490	552	22192531	22192471	1e-11	76.0
NM_001014560.2	NW_025063240.1	73.64	129	12	6	631	746	22181147	22181028	1e-10	72.7
NM_001014561.2	NW_025063240.1	74.89	1740	193	51	1305	2815	22434554	22432830	0.0	1024
NM_001014561.2	NW_025063240.1	82.84	268	36	7	1032	1294	22437405	22437143	2e-55	220
NM_001014562.3	NW_025063240.1	74.89	1740	193	51	1057	2567	22434554	22432830	0.0	1024
NM_001014562.3	NW_025063240.1	82.84	268	36	7	784	1046	22437405	22437143	2e-55	220
NM_001014563.3	NW_025063240.1	74.89	1740	193	51	1446	2956	22434554	22432830	0.0	1024
NM_001014563.3	NW_025063240.1	82.84	268	36	7	1173	1435	22437405	22437143	2e-55	220
NM_001014564.3	NW_025063240.1	74.89	1740	193	51	1207	2717	22434554	22432830	0.0	1024
NM_001014564.3	NW_025063240.1	82.84	268	36	7	934	1196	22437405	22437143	2e-55	220
NM_001014565.2	NW_025063240.1	72.11	1710	227	121	1818	3398	3246323	3244735	0.0	672
NM_001014565.2	NW_025063240.1	85.82	141	5	5	855	991	3247683	3247554	2e-34	151
NM_001014569.4	NW_025063240.1	67.72	762	162	32	339	1028	6144789	6145538	3e-27	126
NM_001014571.1	NW_025063240.1	90.91	154	12	2	1195	1347	3137672	3137824	1e-44	186
NM_001014572.4	NW_025063240.1	70.73	697	61	15	2908	3464	3166183	3166876	7e-95	352
NM_001014572.4	NW_025063240.1	69.92	379	45	31	114	443	3156893	3157251	1e-26	125
NM_001014573.2	NW_025063240.1	75.20	1266	190	11	195	1338	11623105	11624368	0.0	720
NM_001014577.2	NW_025063240.1	74.04	1406	175	77	687	1934	17206555	17207928	0.0	699
NM_001014581.3	NW_025063240.1	79.69	128	24	2	926	1052	9162935	9162809	3e-14	84.2
NM_001014582.2	NW_025063240.1	77.23	606	92	19	931	1524	18556542	18555971	5e-98	362
NM_001014582.2	NW_025063240.1	70.81	884	118	56	1514	2355	18555829	18555044	1e-85	321
NM_001014582.2	NW_025063240.1	89.76	127	13	0	788	914	18556878	18556752	3e-33	146
NM_001014582.2	NW_025063240.1	86.49	111	15	0	931	1041	18512395	18512285	3e-22	110
NM_001014582.2	NW_025063240.1	87.78	90	11	0	1365	1454	18511849	18511760	8e-18	95.7
NM_001014583.2	NW_025063240.1	82.36	584	103	0	2797	3380	14316874	14317457	1e-125	454
NM_001014583.2	NW_025063240.1	74.29	778	136	25	2058	2797	14315764	14316515	7e-97	358
NM_001014585.2	NW_025063240.1	69.69	815	121	49	215	941	2230510	2231286	2e-64	250
NM_001014586.4	NW_025063240.1	67.41	2108	188	177	460	2163	21124438	21126450	3e-172	608
NM_001014586.4	NW_025063240.1	77.10	310	5	12	2971	3274	21127471	21127720	3e-64	250
NM_001014587.4	NW_025063240.1	67.41	2108	188	177	1121	2824	21124438	21126450	3e-172	608
NM_001014587.4	NW_025063240.1	88.16	152	18	0	632	783	21118532	21118683	5e-38	163
NM_001014589.4	NW_025063240.1	100.00	76	0	0	817	892	20369044	20368969	4e-27	126
NM_001014589.4	NW_025063240.1	93.02	86	1	3	878	963	20368377	20368297	3e-24	117
NM_001014590.2	NW_025063240.1	76.19	945	108	53	2234	3146	17706506	17707365	1e-154	551
NM_001014590.2	NW_025063240.1	71.39	339	16	16	1895	2152	17704910	17705248	3e-45	187
NM_001014590.2	NW_025063240.1	73.45	339	67	11	1567	1899	17704076	17704397	2e-29	135
NM_001014590.2	NW_025063240.1	87.50	88	8	1	6093	6177	17710957	17711044	2e-17	95.7
NM_001014590.2	NW_025063240.1	73.13	134	14	8	3915	4028	17708326	17708457	5e-09	67.7
NM_001014590.2	NW_025063240.1	97.56	41	1	0	1	41	17692346	17692386	5e-08	64.4
NM_001014591.3	NW_025063240.1	77.50	6334	950	159	253	6235	5412796	5406587	0.0	3908
NM_001014591.3	NW_025063240.1	82.64	144	22	3	30	171	5437186	5437044	2e-23	115
NM_001014592.2	NW_025063692.1	76.35	575	119	8	333	904	350766	351326	8e-77	291
NM_001014593.3	NW_025063240.1	84.17	139	22	0	1450	1588	20803041	20802903	1e-25	122
NM_001014594.3	NW_025063240.1	84.17	139	22	0	1450	1588	20803041	20802903	8e-26	122
NM_001014595.3	NW_025063240.1	84.17	139	22	0	1385	1523	20803041	20802903	1e-25	122
NM_001014596.3	NW_025063240.1	84.17	139	22	0	1055	1193	20803041	20802903	1e-25	122
NM_001014597.2	NW_025063240.1	84.17	139	22	0	883	1021	20803041	20802903	1e-25	122
NM_001014598.2	NW_025063240.1	84.17	139	22	0	1130	1268	20803041	20802903	1e-25	122
NM_001014599.2	NW_025063240.1	74.60	1953	249	19	507	2213	11590659	11588708	0.0	1141
NM_001014601.1	NW_025063240.1	75.36	897	124	39	814	1660	7780121	7780970	6e-134	482
